kepid,mass,radius,teff,bp_rp,lum_val,e_bp_min_rp_interp,e_bp_min_rp_val,rrmscdpp04p5
2849261,1.064,1.278,5902.2,0.9678221,1.7988709151287878,0.19503886797541595,0.36,178.213
2849278,0.916,0.891,5580.1,1.0423594,0.6966265141107687,0.10480636423941307,0.1412,147.709
2849432,0.9,1.106,5478.6,1.093401,1.0023052380778996,0.17264377231364872,0.3615,215.936
2849433,1.007,0.981,5964.6,0.90208054,1.1040786199020731,0.16248803746524504,0.1015,220.297
2849511,1.203,1.595,6320.5,0.7608185,3.7068072178257596,0.10832215997083149,0.3042,45.29
2849534,0.898,0.989,5480.0,1.0620832,0.8016780633876791,0.1589382736034903,0.197,233.291
2849573,0.823,0.775,5366.0,1.097024,0.45081670454146017,0.14949513265682138,0.015,392.651
2854870,1.123,1.298,6057.7,0.8808613,2.055890595984142,0.20381629806998064,0.313,187.706
2854873,1.099,1.497,5859.4,0.9876156,2.3988329190194904,0.3358866474539116,NaN,322.528
2854914,1.209,1.242,6319.8,0.7798166,2.2335722228305315,0.11781812887194344,0.1733,78.648
2854927,1.131,1.378,6017.8,0.8984089,2.254239212152429,0.20619915166303815,0.288,192.175
2854948,0.994,1.51,5574.9,1.0435276,2.004472027365161,0.2818821541230487,0.4703,682.029
2854957,0.981,1.103,5740.2,0.9551153,1.1994993031493788,0.21934427231049652,0.221,546.066
2859151,1.031,1.068,5918.7,0.8963146,1.2705741052085415,0.1839147935385413,0.139,252.563
2859174,1.169,1.325,6161.6,0.8959999,2.3173946499684783,0.269021662757522,NaN,283.884
2859211,0.954,0.879,5845.7,0.86187553,0.8165823713585925,0.09405870231840618,0.0213,118.873
2859418,1.058,1.465,5778.7,0.9620552,2.1727011788637447,0.24539196120771922,0.657,234.209
2859426,1.205,1.443,6178.7,0.8492098,2.78612116862977,0.2006757650172153,0.2855,156.887
2970355,1.163,1.654,5931.4,0.85349274,3.069021988391157,0.2876802114266181,NaN,203.237
2970512,1.094,1.084,6171.1,0.86124706,1.5417004529495595,0.16099257168310604,0.1447,170.323
2970588,0.921,1.096,5555.9,1.0491705,1.0399201658290593,0.17128005176995995,0.2925,214.182
2970670,0.949,0.897,5632.7,0.9526682,0.732824533138904,0.06668744223175263,0.0455,100.777
2983012,1.089,1.151,6105.8,0.8214607,1.6634126503701694,0.05922452589658037,0.1337,42.058
2983040,1.427,1.516,6597.9,0.7255764,3.944573020752784,0.14260947891344364,NaN,49.239
2983041,1.289,1.879,6076.3,0.82858944,4.355118736855686,0.22148196800312114,NaN,108.739
2983066,1.389,1.539,6555.1,0.7794628,3.971915494694403,0.17618899076489394,NaN,99.147
2983080,0.996,1.04,5807.8,1.0184584,1.11429453359173,0.15757183502062586,NaN,201.683
2983085,1.025,1.062,5896.1,0.98004436,1.2387965865303692,0.13780374318260918,0.2565,149.242
2983110,0.911,1.139,5507.4,1.1097507,1.0839269140212036,0.19042764115033492,0.445,221.939
2983182,0.883,0.893,5409.4,0.96305275,0.6180164001384159,0.03601388646190234,0.0325,39.867
2983183,0.806,0.862,4840.7,1.5564032,0.36812897364253144,0.2621364090847587,NaN,248.601
2983215,0.733,0.699,4949.9,1.225606,0.265460556197554,0.1234985467938086,0.0757,245.123
2988251,1.355,1.812,6355.1,0.7822809,4.864072056914616,0.26082286317311065,0.6997,113.214
2988400,1.002,1.307,5722.6,0.9350853,1.6595869074375607,0.17865227262154987,0.322,167.261
2988402,0.962,0.959,5743.9,0.97122097,0.9078205301781858,0.18557020599342522,0.165,305.39
2988453,1.039,1.155,5899.3,0.90841484,1.4655478409559115,0.2014198240716503,NaN,203.972
2988544,1.152,1.295,6145.6,0.801898,2.1727011788637447,0.17104255563047813,0.124,114.349
2988584,0.874,0.823,5517.3,0.9512129,0.5675446054085471,0.0920684967356985,0.061,138.983
2994813,0.715,0.709,4432.2,1.7065201,0.17458221529205037,0.22240875402967242,NaN,385.373
2994919,1.008,0.992,5890.9,0.84288025,1.069054879222658,0.0872746469621779,0.0887,123.115
2994952,0.794,0.776,5013.4,1.16751,0.34593937782612194,0.11868385890108797,0.0967,239.97
2995083,0.96,0.895,5659.5,0.86688614,0.7430191378967014,0.0831262631880995,0.023,93.224
2995169,0.728,0.702,4805.6,1.2472725,0.23768402866248767,0.1466754076924655,0.0737,403.094
2995179,1.047,1.061,5986.3,0.77992725,1.3061708881318415,0.09445934247338257,0.0575,75.742
2995185,0.8,0.811,4992.9,1.1915569,0.3698281797802662,0.13609731532021335,0.1885,271.003
3003576,1.03,1.305,5927.1,0.8015804,1.9054607179632472,0.06430410154765145,0.1763,43.02
3003642,0.876,0.918,5387.3,1.0514612,0.6456542290346555,0.15489531700063863,NaN,308.885
3003673,1.024,1.039,5905.6,0.8722162,1.191242008027375,0.10278133175608765,0.098,116.539
3003716,0.797,0.759,5156.4,1.053196,0.3672823004980847,0.06875646834089676,0.0045,132.959
3003740,1.097,1.192,6049.4,0.89429,1.7298163592151015,0.244693701186464,0.252,394.471
3100746,0.895,1.15,5687.4,0.8855982,1.2560299636948749,0.15151516266860646,0.1667,158.75
3100768,0.819,0.81,5113.7,1.1902637,0.40644332916521275,0.11410923408521904,0.2,151.007
3100778,0.909,0.966,5520.9,0.9649143,0.7888601176185545,0.19128479513113764,0.1433,300.422
3100847,0.958,1.168,5658.9,0.9478359,1.2705741052085415,0.10298721869176457,0.202,108.38
3100874,0.852,0.997,5173.8,1.1920576,0.6456542290346555,0.18191473238093273,NaN,221.657
3100890,0.853,0.987,5255.5,1.0778074,0.674528027697922,0.1555015964809669,0.1957,227.549
3100921,1.039,1.189,5888.4,0.92444706,1.5417004529495595,0.11512180383292876,0.2422,92.7
3100994,0.646,0.651,4209.9,1.6776886,0.120781383510678,0.09446129501358408,0.304,128.923
3101003,0.905,0.896,5533.1,0.9991503,0.6823386941416696,0.1548896121727443,0.099,271.901
3110870,0.955,0.882,5619.1,0.9572754,0.7014552984199712,0.09260674143260966,0.0375,152.738
3110937,0.918,0.891,5599.0,1.0176144,0.7079457843841379,0.1253548696152896,0.139,172.881
3110953,0.925,0.873,5835.7,0.88312626,0.7979946872679766,0.07476387992336178,0.037,89.418
3110985,1.137,1.4,6016.2,0.9074507,2.333458062281003,0.29975882587774605,0.6555,258.76
3111017,0.764,0.748,4857.1,1.324357,0.281190083039894,0.20862630488137265,0.2787,321.862
3111031,0.964,0.983,5714.9,0.975934,0.933254300796991,0.12802616027492728,0.109,197.569
3111115,1.072,1.335,5886.2,0.939291,1.940885877592778,0.20686314382340046,0.388,173.004
3111116,1.11,1.464,5904.1,0.88877773,2.360478233180577,0.276118113110042,NaN,232.506
3115317,0.923,1.148,5549.5,1.0272322,1.135010815672315,0.16053047094298625,0.299,178.285
3115398,1.121,1.397,5972.5,0.66266155,2.2490546058357808,0.07629497842800652,0.1452,23.564
3115409,1.112,1.379,5964.1,0.87293243,2.177709772353159,0.2447640019563599,0.353,188.836
3115423,1.018,1.005,5956.4,0.88925743,1.1508003889444358,0.181849142253654,0.1142,233.765
3120169,1.056,1.381,5820.3,0.88823414,1.9860949173573714,0.14355171647333445,NaN,122.23
3120192,1.103,1.233,6242.4,0.78302,2.0892961308540396,0.12957420517523852,0.1435,87.148
3120205,0.857,0.908,5302.8,1.108036,0.5915616341754739,0.18356239096140065,0.157,326.211
3120220,0.782,0.767,4960.9,1.2022314,0.3213660538640317,0.1560428174321846,0.1,306.258
3120238,0.774,0.75,4943.0,1.220293,0.3040885025676279,0.11010667972181498,NaN,181.793
3120276,0.984,1.354,5647.8,0.9863615,1.6904409316432643,0.19377258447905407,0.4317,199.232
3120315,0.986,1.016,5779.4,0.938303,1.0423174293933042,0.10224469375809286,0.1238,117.175
3123875,1.176,1.371,6152.4,0.7987547,2.4490632418447453,0.17127753796255657,0.241,122.481
3123878,0.781,0.758,4958.6,1.1269245,0.3140508693876217,0.07403109807525149,0.093,186.837
3123886,1.07,1.389,6306.8,0.87250614,2.7542287033381663,0.24490245342565034,0.3547,306.76
3123939,1.062,1.337,6205.5,0.89079857,2.4043628000069335,0.20155108730263607,0.3737,183.742
3123940,0.842,0.941,5213.7,1.2305603,0.5942921586155726,0.16290098141153644,0.3435,218.764
3124032,0.651,0.632,4468.3,1.4296417,0.14387985782558455,0.20505368688240477,0.1232,413.123
3124059,1.125,1.207,6128.9,0.89835644,1.8706821403658007,0.2545785762333772,NaN,283.16
3124079,1.256,1.265,6555.6,0.79467297,2.673006408663311,0.15209210359911168,0.1713,102.358
3124094,1.054,1.039,6055.8,0.8902426,1.3152248321922384,0.14905880957635986,NaN,183.726
3215929,0.693,0.664,4725.5,1.2856474,0.1990673338987187,0.09467688990808663,0.0327,151.725
3215966,0.949,1.168,5624.2,0.9937401,1.2387965865303692,0.23181627972273525,0.262,268.619
3215988,1.14,1.434,5993.7,0.8516073,2.41546083444494,0.22817799439067188,0.4463,159.636
3216181,1.168,1.308,5881.8,0.95928955,1.86637969083467,0.18703638254938418,0.3843,164.61
2722833,1.12,1.363,5995.5,0.9507923,2.1827299118430017,0.20526531920012725,0.3237,210.175
2830918,0.789,0.768,5010.2,1.1887589,0.33651156937549076,0.14274684023671894,0.124,273.383
2831022,1.071,1.176,5985.0,0.8196039,1.6106456351782703,0.1970402530121746,0.1277,178.722
2831027,1.263,1.703,6111.9,0.8167162,3.681289736425314,0.2365393500062989,NaN,146.256
2831087,0.939,1.085,5618.0,0.95027256,1.0641430182243161,0.16634999212670376,0.223,245.424
2831091,1.058,1.25,5683.1,0.8508129,1.4757065332758945,0.04186111101865365,0.181,198.356
2835810,1.083,1.264,5976.3,0.8581562,1.8492686189780783,0.13360117324020657,0.2593,99.003
2835827,1.316,1.565,6456.5,0.72799397,3.8282474331682264,0.22265715662612628,NaN,115.669
2835886,1.219,1.598,6421.3,0.71960354,3.944573020752784,0.16141452897632302,NaN,57.038
2835890,1.046,1.203,5900.3,0.8599329,1.588546748597779,0.10265803639077371,0.118,116.498
2835893,0.93,0.89,5488.6,0.91732216,0.6501296903430906,0.0321905102198766,0.0347,63.695
2835911,0.84,0.819,5247.9,1.0662813,0.46131757456037936,0.11285342547760141,0.0587,195.22
2835992,0.947,0.969,5627.4,0.9678316,0.8531001140175895,0.11300015679328346,0.1445,138.093
2836041,0.908,0.882,5567.0,1.0082598,0.6776415076106751,0.15891502953912856,0.129,276.772
2849619,1.064,1.311,5881.6,0.9211645,1.8706821403658007,0.19669297552864562,0.258,181.779
2849722,0.696,0.68,4512.6,1.4813557,0.17378008287493754,0.20527539192362165,0.1495,265.661
2849788,0.709,0.706,4694.9,1.2873087,0.21928049353504486,0.0717288904918646,0.0925,101.071
2849804,0.937,0.886,5809.5,0.9528408,0.8109610578538408,0.10626302458203508,0.0675,149.657
2849805,1.056,1.032,5987.4,0.84785366,1.2387965865303692,0.0712110012512046,NaN,59.817
2849827,1.162,1.297,6175.3,0.83808136,2.218196419800219,0.12731992250592528,0.212,85.715
2855022,0.831,0.926,5107.9,1.1073217,0.5260172663907061,0.060973134589085154,0.164,91.173
2855029,1.179,1.453,6092.4,0.8259897,2.618183008218985,0.1622785224371578,0.223,128.875
2855045,1.084,1.093,6104.4,0.9047499,1.506607066186742,0.2026442799999254,0.244,226.575
2855148,1.113,1.243,6069.1,0.85522366,1.9054607179632472,0.1631935845116663,0.257,140.484
2855279,1.249,1.623,6148.1,0.88290787,3.4355794789987466,0.2450126649663743,NaN,168.75
2855281,0.973,0.991,5747.5,0.944149,0.9705099672454897,0.13442643166186272,0.1305,183.257
2859465,1.354,1.76,6437.7,0.7342005,4.808393484497286,0.2145574588084975,NaN,95.544
2859553,0.817,0.815,5099.1,1.120328,0.40644332916521275,0.09817761363845509,0.015,162.162
2859628,0.946,1.048,5644.2,1.0202608,1.0115794542598986,0.18056690683697038,0.2425,287.931
2859670,1.057,1.071,6014.5,0.9089136,1.3645831365889245,0.18229969476873792,0.167,248.849
2859700,1.128,1.618,6179.6,0.84249306,3.45939377826122,0.22859122286814754,NaN,150.521
2859722,0.784,0.754,5041.1,1.1377134,0.3318944575526104,0.12211024159949199,0.093,264.404
2970811,0.792,0.761,5063.2,1.0804148,0.34514373933585624,0.03405742794330476,0.032,51.795
2970816,0.989,1.125,5768.1,0.92774296,1.2676518658578455,0.11660303720575207,NaN,115.93
2970955,0.914,0.897,5548.3,1.0093136,0.6918309709189365,0.057535507556752026,0.129,87.375
2983417,1.171,1.21,6297.7,0.7794781,2.0796966871036955,0.12432732035107788,0.166,85.831
2983491,0.885,1.084,5394.4,1.021862,0.9057326008982001,0.14783866964973222,0.261,192.989
2983671,1.024,1.149,5858.2,0.9738817,1.4125375446227544,0.18986315475312943,0.3423,197.224
2988610,1.168,1.576,5974.3,0.84878635,2.8773984147356693,0.2521768569930617,0.499,172.044
2988724,0.91,0.907,5552.4,1.0276318,0.7095777679633888,0.1770001969153063,0.138,284.417
2988796,0.961,1.035,5696.6,0.91448784,1.0256519262514077,0.200975834057799,0.1557,269.784
2988822,1.358,2.099,6112.1,0.8383045,5.5718574893192985,0.31906562114487574,NaN,134.761
2988826,0.991,1.004,5806.9,0.90203285,1.035142166679344,0.09610732493232153,0.1077,115.526
2995305,1.336,1.714,6379.8,0.8052187,4.425883723626265,0.27059612683584494,NaN,155.291
2995402,1.049,1.023,6080.8,0.8718586,1.2941958414499861,0.1040947858946132,0.1147,108.968
2995553,1.141,1.542,5930.3,0.8747597,2.6485001386067006,0.15347948036532236,NaN,102.88
3003991,0.768,0.825,5416.4,0.9867792,0.5308844442309884,0.061458769780366754,0.01,159.537
3004084,0.965,1.2,5660.5,1.0429363,1.3427649611378638,0.2504912140806473,0.489,349.809
3096245,1.165,1.435,6063.8,0.8267479,2.529297996446145,0.23829576469845715,0.4133,168.963
3101106,0.92,1.095,5546.5,1.0376911,1.030386120441616,0.21217535268455195,NaN,275.738
3101112,0.803,0.781,5466.0,0.9948282,0.49431068698683545,0.07868271237139998,0.0165,124.577
3101555,1.105,1.185,6082.6,0.8948574,1.7538805018417611,0.27464324172268145,0.352,293.737
3101585,1.059,1.085,6008.8,0.8507786,1.3931568029453032,0.21044698981430357,0.1608,211.481
3101602,1.286,1.752,6158.3,0.84333515,4.008667176273028,0.27123513193362997,NaN,138.076
3111246,0.822,0.793,5184.8,1.1627932,0.41114972110452225,0.1259197620132965,NaN,187.46
3111266,0.837,0.789,5393.0,1.079999,0.4764309868054157,0.12508100436168942,0.0882,215.276
3111271,1.156,1.452,6279.2,0.80246353,2.9785164294291895,0.1826515460571682,0.3717,108.587
3111275,0.828,0.776,5405.9,1.0415783,0.4666593803142886,0.09025348202186018,0.0763,187.649
3111278,1.196,1.274,6301.6,0.84707355,2.3173946499684783,0.18987869854601505,0.2507,140.916
3111399,0.885,1.296,5191.1,1.180193,1.1220184543019633,0.22481474045689248,0.412,301.244
3111408,1.03,1.137,5882.8,0.951108,1.4028137045619582,0.15640878015608062,0.276,161.287
3115476,1.007,1.061,5840.8,0.9142313,1.1885022274370185,0.17822880874231034,0.1505,197.285
3115493,0.906,0.89,5515.9,1.0044327,0.6637430704019088,0.07060732257764275,0.063,107.707
3115627,0.82,0.797,5181.0,1.13836,0.4149540426343629,0.15201058155943498,0.1415,261.6
3115689,0.975,1.379,5610.3,0.9244518,1.7060823890031236,0.17904518468064579,0.2153,153.244
3115690,0.903,0.855,5633.6,0.9724541,0.6668067692136221,0.09197887029820205,0.0587,134.328
3120351,0.919,0.937,5561.9,0.99660397,0.762079010025412,0.1647626122926205,0.1062,290.774
3120355,1.071,1.123,6039.0,0.86690426,1.5240527537972912,0.16921813758191975,0.193,169.816
3120356,0.993,0.955,5866.3,0.9062443,0.9794899854086989,0.11577668756363764,0.0713,183.943
3120397,0.924,1.294,5415.4,1.0816364,1.309181922999407,0.23118512131542931,0.418,257.101
3120402,0.964,0.95,5760.0,0.9430523,0.8994975815300352,0.15011285861852622,0.122,349.267
3120431,0.842,0.846,5234.9,1.150075,0.48752849010338634,0.15791076440063812,0.2025,258.846
3120467,0.947,1.091,5642.3,0.9939861,1.093956366272094,0.17302664813710372,0.2645,229.892
3120513,0.669,0.661,4290.8,1.5890741,0.13458603540559483,0.143025639811359,0.2923,280.102
3124191,0.962,1.05,5775.5,0.8430538,1.109174815262401,0.03796016957921882,0.0595,29.4
3124279,0.769,0.738,4992.2,1.1743345,0.30690219883911574,0.10195350478348639,0.005,187.199
3124287,0.883,0.832,5595.3,0.9850998,0.6151768727098681,0.151665792905035,0.0655,330.319
3124349,0.868,0.82,5472.9,1.0036535,0.5470159628939716,0.09282485251397254,0.0145,156.627
3124381,1.384,1.445,6319.8,0.8445587,3.013006024186121,0.1579343529481116,0.4403,104.602
3124398,1.209,1.605,6052.6,0.948658,3.1405086938762174,0.3095909898150043,0.4765,283.357
3124412,1.048,1.179,6345.6,0.8467455,2.032357010936222,0.18333435999709402,0.225,164.368
3216288,1.219,1.246,6429.7,0.7898865,2.4043628000069335,0.2389369247825122,0.229,182.658
3216299,0.895,0.878,5475.6,1.0950336,0.6266138646723354,0.11189133608884909,0.21,158.992
3216411,1.125,1.474,5933.3,0.8576355,2.443430552693972,0.27429064395290037,0.4837,229.261
3216514,0.996,1.1,5790.2,0.96178055,1.2359474334445104,0.20915488112436267,0.264,263.033
2831113,0.839,0.802,4947.6,1.133317,0.3483373150360118,0.03185594411356,0.0763,49.342
2831133,0.898,0.932,5509.7,1.0217686,0.7261059574351547,0.1655966982026983,0.1265,296.911
2831139,1.167,1.433,6069.3,0.86356926,2.529297996446145,0.25295939021379177,0.573,190.283
2831199,1.151,1.587,5930.7,0.91365623,2.837919028441556,0.24934357314916392,0.6647,194.382
2831217,0.785,0.8,4877.3,1.2524614,0.328095293113119,0.16564304386317794,0.1567,293.224
2831251,0.978,1.039,5749.0,0.861763,1.069054879222658,0.11541211966816774,0.0887,121.006
2836076,0.928,1.04,5588.7,0.9407158,0.954992586021436,0.13508770195164274,0.1525,166.236
2836086,1.091,1.264,5993.2,0.84805584,1.86637969083467,0.07528581213678145,0.119,53.313
2836098,0.607,0.619,4080.0,1.7453957,0.09527961640236521,0.07978463256901419,0.118,135.309
2836129,0.904,0.919,5499.5,0.983922,0.7014552984199712,0.13202721366135894,0.109,197.821
2836160,1.016,1.022,5889.6,0.85272694,1.1376272858234309,0.11208869399218518,0.0738,107.651
2836215,1.144,1.38,5969.5,0.8442097,2.192804935350449,0.10975571836097565,0.2877,70.346
2836342,0.851,0.832,5308.5,1.0573397,0.49888448746001224,0.14521091168665204,0.092,268.886
2849859,1.24,1.423,6565.0,0.7204733,3.4119291162192855,0.14897817949900283,0.275,50.079
2849916,0.689,0.657,4831.3,1.2216787,0.21281390459827118,0.1161237947942869,0.0553,244.61
2849930,1.214,1.467,6182.8,0.84616566,2.8773984147356693,0.23979055488243414,0.417,159.985
2849955,1.078,1.053,5936.9,0.8715,1.244514611771385,0.05315909465214765,0.139,47.93
2849969,1.018,1.108,5981.2,0.75989246,1.4256075936021881,0.04204360343003569,0.0437,25.763
2850107,1.166,1.582,5961.2,0.9058151,2.8773984147356693,0.21837315864419296,NaN,193.472
2855294,1.012,1.061,5852.8,0.885458,1.1994993031493788,0.13606025227416674,0.107,167.73
2855385,0.963,0.909,5564.5,0.9423475,0.7177942912713617,0.07287989431054832,NaN,110.865
2855415,1.01,1.253,5768.0,0.9269972,1.5776112696993487,0.24368556410642656,0.2867,312.765
2855471,0.781,0.743,5146.8,1.064559,0.34994516702835726,0.09287124465924394,0.052,205.566
2855553,0.925,0.873,5805.3,0.95114803,0.7852356346100718,0.12595993774536288,0.107,197.433
2855572,0.758,0.748,4885.7,1.1533165,0.28906798823654756,0.04181957826737954,0.0645,77.211
2859752,1.126,1.408,5979.7,0.91369915,2.3014418174085085,0.22239906713458982,NaN,202.735
2859753,0.813,0.763,5379.6,1.0352135,0.44258837236262655,0.11689635518429095,0.0705,256.136
2859791,1.21,1.356,6272.7,0.84104633,2.5703957827688635,0.16862175360301104,0.206,134.809
2859857,1.258,1.65,6185.2,0.8434801,3.630780547701014,0.19572153068212478,0.7353,123.466
2859898,0.852,0.803,5447.0,1.0451117,0.516416369272071,0.1156897791832277,0.074,236.736
2859906,0.991,1.321,5679.5,1.0204706,1.6481623915255081,0.2322516414405946,0.3955,276.286
2859970,1.18,1.364,6175.9,0.8519182,2.4547089156850306,0.16310655319227665,0.294,152.371
2859995,1.068,1.042,6179.0,0.9149332,1.4321878992735435,0.18324200037358468,0.189,212.939
2970996,1.029,1.128,5885.7,0.8661175,1.3803842646028848,0.05616838390161993,0.142,45.516
2970999,0.929,1.178,5556.9,0.95530033,1.202264434617413,0.228512930177949,NaN,274.966
2971104,0.705,0.692,4518.5,1.4116297,0.1803017740859569,0.21216843043822964,0.082,406.89
2971111,1.237,1.381,6452.7,0.7255449,2.9991625189876507,0.08966912425387065,0.0828,33.84
2971254,0.937,0.889,5295.0,1.1011639,0.5610479760324705,0.09982140654560101,NaN,142.19
2971292,1.211,1.316,6307.4,0.78151035,2.4774220576332855,0.06988195691162556,0.213,39.593
2983691,1.045,1.226,6049.8,0.8865175,1.823895702319638,0.10559139103795455,0.23,79.047
2983693,1.098,1.139,6099.4,0.89224243,1.6330519478943344,0.22321730606533377,0.2577,239.33
2983772,0.849,0.794,5522.9,1.0058374,0.5308844442309884,0.12706381372304873,0.0273,233.664
2983879,1.038,1.128,5910.9,0.8622532,1.4092887984218747,0.1700567322363258,NaN,153.346
2983968,1.049,1.22,5895.3,0.90943336,1.6330519478943344,0.21885282756108262,0.2615,210.595
2989099,1.245,1.43,6315.2,0.7516346,2.971666031738026,0.143472453814242,0.1523,68.221
